,dc prop,dc vol,dc units,dc psf,dc cr,pitts prop,pitts vol,pitts units,pitts psf,pitts cr,bos prop,bos vol,bos units,bos psf,bos cr,nyc prop,nyc vol,nyc units,nyc psf,nyc cr,atl prop,atl vol,atl units,atl psf,atl cr,nash prop,nash vol,nash units,nash psf,nash cr,rd prop,rd vol,rd units,rd psf,rd cr,aus prop,aus vol,aus units,aus psf,aus cr,dall prop,dall vol,dall units,dall psf,dall cr,den prop,den vol, den units,den psf,den cr,hous prop,hous vol,hous units,hous psf,hous cr,la prop,la vol,la units,la psf,la cr,port prop,port vol,port units,port psf,port cr,slc prop,slc vol,slc units,slc psf,slc cr,sd prop,sd vol,sd units,sd psf,sd cr,sf prop,sf vol,sf units,sf psf,sd cr,sj prop,sj vol,sj units,sj psf,sj cr,sea prop,sea vol,sea units,sea psf,sea cr
12Q1, 10 ,"904,917,490.0"," 1,886,817 ",513,5.3%, 8 ,"133,615,000.0"," 1,479,689 ",91,8.4%, 19 ,"1,006,241,430.2"," 2,700,821 ",375,5.7%, 35 ,"2,414,179,391.5"," 6,775,924 ",607,5.5%, 13 ,"220,242,353.8"," 2,815,714 ",88,9.1%, 5 ,"123,041,500.0"," 941,983 ",132,#N/A, 13 ,"97,975,000.0"," 1,010,505 ",93,#N/A, 12 ,"242,978,724.1"," 1,588,658 ",142,8.0%, 29 ,"725,183,175.4"," 5,633,627 ",137,7.7%, 14 ,"552,873,000.0"," 6,053,095 ",151,8.5%, 24 ,"892,406,875.0"," 4,929,234 ",191,7.3%, 47 ,"590,441,225.2"," 2,892,107 ",212,7.0%, 11 ,"158,795,063.5"," 1,041,356 ",148,9.4%, 4 ,"17,200,000.0"," 177,570 ",148,8.1%, 9 ,"220,689,490.0"," 578,089 ",382,7.9%, 24 ,"706,505,753.9"," 2,631,138 ",356,6.0%, 13 ,"247,663,293.9"," 1,303,889 ",184,#N/A, 19 ,"620,696,665.6"," 3,231,804 ",243,6.4%
12Q2, 13 ,"706,171,082.9"," 1,333,558 ",536,5.7%, 7 ,"125,821,980.5"," 817,731 ",180,6.3%, 13 ,"423,132,500.0"," 2,399,655 ",198,6.1%, 44 ,"2,634,946,108.4"," 7,190,178 ",414,5.3%, 17 ,"204,502,811.4"," 1,867,011 ",136,7.9%, 2 ,"44,647,500.0"," 217,754 ",205,#N/A, 7 ,"92,885,053.1"," 1,292,904 ",134,8.4%, 7 ,"133,835,175.0"," 707,674 ",190,7.1%, 27 ,"424,877,681.5"," 3,914,190 ",131,7.0%, 17 ,"225,476,689.5"," 1,801,327 ",127,7.1%, 19 ,"384,955,143.8"," 2,923,296 ",136,7.9%, 43 ,"741,036,888.0"," 3,539,731 ",239,7.0%, 10 ,"62,223,398.7"," 679,590 ",94,#N/A, 9 ,"151,050,000.0"," 1,047,741 ",167,8.2%, 21 ,"158,156,280.0"," 951,032 ",172,8.1%, 21 ,"1,915,758,166.7"," 4,133,678 ",474,5.4%, 18 ,"500,856,112.0"," 1,818,350 ",274,6.5%, 24 ,"1,093,921,135.2"," 3,127,028 ",358,6.3%
12Q3, 10 ,"711,564,910.0"," 1,570,262 ",455,5.9%, 2 ,"30,620,920.0"," 192,814 ",159,11.6%, 28 ,"591,856,729.2"," 3,224,590 ",183,6.7%, 40 ,"2,613,959,825.3"," 4,677,466 ",594,5.2%, 41 ,"675,371,858.8"," 5,206,215 ",146,7.6%, 8 ,"52,942,351.0"," 557,024 ",95,7.5%, 10 ,"76,902,505.0"," 667,170 ",115,6.5%, 18 ,"975,299,644.7"," 4,843,751 ",181,5.4%, 31 ,"447,909,377.4"," 4,513,408 ",109,6.8%, 14 ,"239,510,795.5"," 1,568,074 ",163,6.8%, 32 ,"1,151,407,836.8"," 6,514,467 ",202,7.5%, 66 ,"1,611,740,089.4"," 7,026,592 ",288,6.5%, 9 ,"105,119,815.4"," 612,094 ",179,6.8%, 5 ,"25,163,217.2"," 216,766 ",#N/A,#N/A, 19 ,"328,485,133.0"," 1,844,226 ",180,7.5%, 17 ,"1,020,238,000.0"," 2,917,886 ",461,6.4%, 24 ,"598,233,210.0"," 2,705,956 ",226,6.2%, 26 ,"709,148,359.3"," 2,423,617 ",296,6.1%
12Q4, 10 ,"1,067,146,736.0"," 2,528,550 ",422,4.9%, 9 ,"219,828,850.7"," 2,181,863 ",107,7.1%, 34 ,"635,939,843.0"," 3,908,256 ",179,6.8%, 72 ,"5,971,465,797.4"," 14,663,063 ",551,5.4%, 32 ,"600,658,390.7"," 5,214,166 ",101,8.7%, 13 ,"218,890,642.4"," 1,315,461 ",169,8.2%, 13 ,"133,331,750.0"," 858,269 ",158,7.1%, 22 ,"330,922,531.0"," 2,264,995 ",216,7.6%, 44 ,"633,691,418.5"," 5,721,551 ",124,7.4%, 24 ,"346,945,500.0"," 3,275,579 ",106,7.0%, 50 ,"1,631,934,393.3"," 9,902,784 ",183,7.6%, 83 ,"1,962,900,049.8"," 9,639,095 ",266,6.3%, 10 ,"61,831,967.5"," 443,501 ",139,7.8%, 7 ,"126,449,860.0"," 835,979 ",222,6.3%, 22 ,"519,024,994.9"," 2,181,023 ",238,7.6%, 39 ,"2,845,029,094.8"," 7,216,973 ",539,4.9%, 35 ,"852,460,157.5"," 3,583,464 ",236,6.8%, 34 ,"2,759,327,854.5"," 6,060,388 ",488,5.8%
13Q1, 9 ,"563,269,229.9"," 1,359,268 ",510,5.7%, 5 ,"75,840,026.6"," 528,926 ",183,7.6%, 18 ,"680,963,870.1"," 2,828,805 ",225,6.4%, 32 ,"3,709,909,746.9"," 5,220,708 ",802,5.5%, 23 ,"678,475,920.3"," 5,331,188 ",174,8.4%, 3 ,"22,967,153.0"," 111,242 ",206,6.9%, 7 ,"153,793,599.8"," 1,418,136 ",163,8.4%, 11 ,"375,555,731.0"," 2,092,020 ",191,#N/A, 38 ,"787,731,900.4"," 5,638,112 ",164,7.5%, 14 ,"311,773,358.0"," 1,850,386 ",194,8.1%, 15 ,"892,163,878.0"," 5,435,931 ",171,7.0%, 45 ,"771,652,214.7"," 4,704,331 ",161,7.0%, 9 ,"168,949,067.9"," 825,577 ",272,7.1%, 3 ,"28,860,000.0"," 287,921 ",101,#N/A, 18 ,"307,840,874.0"," 1,191,808 ",258,9.1%, 14 ,"357,406,000.0"," 915,595 ",412,4.9%, 16 ,"357,875,511.7"," 1,178,777 ",305,6.3%, 18 ,"508,298,557.3"," 1,861,357 ",273,7.6%
13Q2, 10 ,"553,551,000.0"," 955,387 ",584,5.5%, 2 ,"7,850,399.0"," 33,575 ",234,7.5%, 33 ,"1,052,002,484.0"," 5,293,852 ",198,6.5%, 49 ,"5,231,478,579.6"," 8,714,071 ",692,4.4%, 29 ,"1,151,576,418.3"," 6,766,191 ",171,7.4%, 9 ,"38,346,058.8"," 957,660 ",43,#N/A, 6 ,"72,950,000.0"," 557,772 ",131,7.1%, 16 ,"389,729,792.6"," 2,130,227 ",184,#N/A, 36 ,"855,852,881.7"," 6,705,868 ",127,7.1%, 18 ,"681,465,241.0"," 3,593,034 ",193,7.1%, 31 ,"1,248,709,964.4"," 5,694,981 ",313,7.5%, 62 ,"2,352,374,086.3"," 8,217,207 ",296,6.2%, 10 ,"139,744,039.0"," 939,208 ",149,6.5%, 6 ,"33,500,000.0"," 262,027 ",169,8.2%, 11 ,"155,081,000.0"," 680,849 ",228,6.0%, 23 ,"496,066,833.3"," 1,653,833 ",305,6.4%, 36 ,"1,017,929,549.1"," 3,492,995 ",318,6.5%, 17 ,"843,793,333.3"," 2,389,985 ",353,6.8%
13Q3, 20 ,"1,678,225,718.0"," 3,634,078 ",592,5.8%, 8 ,"144,885,000.0"," 1,219,776 ",107,7.7%, 29 ,"925,447,500.0"," 3,312,484 ",375,6.1%, 40 ,"3,450,859,739.2"," 4,848,511 ",718,4.5%, 34 ,"1,103,773,798.2"," 5,954,989 ",118,7.9%, 15 ,"315,114,500.0"," 2,622,752 ",127,8.1%, 10 ,"157,326,733.2"," 1,327,544 ",124,7.5%, 15 ,"523,465,683.3"," 2,684,053 ",227,6.7%, 38 ,"873,387,366.0"," 7,044,035 ",133,7.6%, 28 ,"636,683,950.0"," 2,481,749 ",257,7.0%, 31 ,"1,729,229,372.0"," 9,081,521 ",201,6.7%, 73 ,"3,471,686,374.3"," 13,803,739 ",328,6.4%, 10 ,"106,879,709.5"," 760,376 ",139,7.3%, 10 ,"161,446,000.0"," 1,057,789 ",160,8.0%, 23 ,"551,336,187.0"," 1,859,804 ",293,7.1%, 20 ,"317,735,614.0"," 714,884 ",426,5.6%, 26 ,"655,586,000.0"," 1,955,250 ",335,5.9%, 24 ,"802,218,504.0"," 2,249,147 ",400,6.6%
13Q4, 12 ,"495,494,293.3"," 1,021,194 ",485,5.2%, 5 ,"38,680,500.0"," 518,663 ",57,8.4%, 36 ,"2,348,352,428.5"," 6,182,230 ",388,6.0%, 65 ,"8,691,770,605.8"," 17,706,151 ",626,4.9%, 49 ,"1,012,396,982.6"," 9,033,347 ",123,7.8%, 17 ,"371,564,963.3"," 2,604,294 ",143,7.4%, 5 ,"57,578,000.0"," 630,985 ",91,7.5%, 24 ,"644,883,967.0"," 5,160,062 ",254,6.4%, 57 ,"1,180,806,872.1"," 10,234,882 ",128,7.5%, 42 ,"854,313,480.4"," 5,111,843 ",139,6.7%, 44 ,"1,703,499,775.6"," 9,357,772 ",193,7.4%, 82 ,"2,927,833,206.0"," 13,249,058 ",188,6.7%, 14 ,"120,068,211.5"," 828,846 ",157,#N/A, 10 ,"67,389,528.0"," 620,506 ",109,7.2%, 28 ,"464,186,678.1"," 1,956,683 ",241,7.4%, 22 ,"1,384,030,578.4"," 3,253,430 ",426,5.1%, 38 ,"1,685,546,828.6"," 5,217,832 ",348,5.9%, 37 ,"1,387,140,225.9"," 5,104,128 ",290,5.7%
14Q1, 13 ,"1,414,904,909.3"," 2,617,526 ",631,5.9%, 10 ,"60,572,456.0"," 1,033,934 ",59,#N/A, 27 ,"1,223,462,496.6"," 3,190,429 ",396,5.0%, 45 ,"3,220,364,072.0"," 6,601,698 ",839,4.3%, 33 ,"557,848,973.3"," 4,236,463 ",109,7.4%, 6 ,"128,510,100.0"," 711,348 ",181,#N/A, 11 ,"117,753,680.2"," 1,200,155 ",96,7.9%, 21 ,"358,149,933.2"," 6,187,456 ",213,6.3%, 39 ,"660,088,510.7"," 7,170,919 ",82,7.2%, 18 ,"216,950,000.0"," 2,053,102 ",118,7.2%, 18 ,"656,411,250.0"," 2,920,537 ",254,6.9%, 87 ,"2,008,640,619.2"," 9,401,497 ",268,6.8%, 8 ,"79,994,135.0"," 594,411 ",150,7.6%, 6 ,"234,975,447.0"," 1,020,328 ",236,8.2%, 26 ,"696,711,487.9"," 3,469,321 ",174,5.9%, 23 ,"1,825,242,712.5"," 5,107,188 ",394,5.0%, 25 ,"676,999,614.3"," 2,065,017 ",330,5.7%, 22 ,"632,956,865.0"," 1,928,474 ",304,5.5%
14Q2, 14 ,"741,583,279.7"," 2,169,123 ",458,5.8%, 3 ,"41,904,927.0"," 691,136 ",61,8.0%, 38 ,"1,944,634,400.0"," 5,502,989 ",370,6.4%, 49 ,"5,973,518,950.9"," 10,324,004 ",763,4.5%, 22 ,"346,954,635.0"," 2,969,537 ",117,8.7%, 9 ,"167,816,370.0"," 1,389,225 ",121,7.5%, 6 ,"71,255,000.0"," 343,278 ",208,7.0%, 15 ,"187,473,976.7"," 904,344 ",297,6.6%, 41 ,"755,777,767.3"," 4,978,656 ",181,7.5%, 27 ,"888,794,807.5"," 4,596,908 ",250,7.0%, 33 ,"633,485,104.9"," 3,645,947 ",191,8.1%, 65 ,"2,633,263,563.7"," 7,818,122 ",231,5.7%, 11 ,"126,200,050.0"," 607,777 ",167,7.7%, 4 ,"38,000,000.0"," 292,758 ",61,6.5%, 26 ,"270,525,928.1"," 1,335,735 ",224,7.1%, 38 ,"2,345,515,045.2"," 4,830,951 ",503,5.3%, 40 ,"1,143,138,765.3"," 3,223,198 ",401,5.8%, 20 ,"298,949,376.8"," 1,278,210 ",239,6.6%
14Q3, 12 ,"495,863,079.0"," 1,108,386 ",447,5.1%, 1 ,"3,000,000.0"," 21,278 ",141,6.0%, 60 ,"3,750,734,027.9"," 9,920,110 ",389,6.2%, 47 ,"6,046,271,987.9"," 10,725,895 ",615,4.4%, 39 ,"1,130,708,503.1"," 7,168,728 ",165,6.6%, 14 ,"135,080,200.0"," 878,478 ",154,#N/A, 25 ,"327,873,079.7"," 2,337,127 ",140,7.3%, 20 ,"675,284,314.7"," 2,970,769 ",233,7.1%, 59 ,"1,031,673,855.0"," 8,612,948 ",105,7.1%, 28 ,"474,313,696.8"," 2,868,169 ",153,7.4%, 35 ,"736,971,840.0"," 4,876,709 ",173,7.0%, 69 ,"1,557,480,421.0"," 4,689,736 ",343,6.2%, 15 ,"182,722,250.0"," 1,338,887 ",136,8.0%, 14 ,"90,616,317.3"," 798,095 ",99,7.5%, 35 ,"311,264,226.2"," 1,447,658 ",218,6.6%, 45 ,"3,366,039,652.1"," 7,688,689 ",465,5.2%, 32 ,"653,504,898.9"," 2,979,015 ",224,5.3%, 18 ,"221,513,477.5"," 962,812 ",234,6.0%
14Q4, 16 ,"1,637,040,882.0"," 2,965,248 ",608,5.7%, 6 ,"109,014,501.0"," 811,174 ",147,7.2%, 41 ,"2,292,058,217.2"," 9,016,306 ",233,6.3%, 44 ,"7,449,249,991.8"," 14,255,489 ",725,4.6%, 44 ,"871,395,830.6"," 5,921,376 ",164,6.8%, 10 ,"172,971,035.3"," 1,006,495 ",171,7.8%, 16 ,"202,401,732.3"," 1,061,606 ",210,6.7%, 32 ,"1,127,666,911.7"," 5,703,863 ",286,6.0%, 55 ,"1,085,044,625.5"," 6,326,488 ",171,7.2%, 61 ,"759,443,282.4"," 7,044,634 ",112,7.1%, 43 ,"851,290,156.7"," 5,466,023 ",200,6.8%, 80 ,"1,895,989,204.9"," 7,553,649 ",265,6.1%, 20 ,"427,214,158.6"," 2,836,404 ",179,6.7%, 12 ,"331,849,932.9"," 1,857,818 ",181,7.6%, 36 ,"727,350,010.0"," 2,546,529 ",311,6.2%, 30 ,"2,121,121,034.1"," 3,839,575 ",590,4.9%, 49 ,"1,248,661,998.8"," 3,519,697 ",364,6.2%, 41 ,"1,003,730,276.8"," 4,063,300 ",249,5.9%
15Q1, 8 ,"1,397,802,800.0"," 1,726,416 ",708,5.2%, 3 ,"62,725,000.0"," 1,365,900 ",58,7.4%, 38 ,"1,444,117,264.1"," 3,818,118 ",387,6.0%, 51 ,"6,781,212,192.3"," 7,983,807 ","1,006",4.5%, 24 ,"668,741,946.4"," 3,326,765 ",204,5.5%, 9 ,"114,725,000.0"," 562,139 ",206,6.6%, 16 ,"310,945,422.7"," 1,506,850 ",197,8.3%, 16 ,"407,391,486.7"," 1,752,902 ",291,6.8%, 50 ,"780,850,972.2"," 4,944,370 ",153,7.3%, 33 ,"706,666,429.1"," 3,378,846 ",206,7.2%, 30 ,"1,055,573,187.9"," 3,873,561 ",367,6.7%, 57 ,"1,504,098,810.0"," 3,855,386 ",379,6.0%, 16 ,"290,575,115.0"," 1,307,462 ",231,6.9%, 13 ,"113,393,200.0"," 846,818 ",137,#N/A, 27 ,"370,817,708.7"," 1,467,849 ",263,5.8%, 37 ,"3,085,569,568.0"," 6,754,938 ",486,5.4%, 43 ,"2,995,574,568.7"," 7,335,116 ",408,5.7%, 39 ,"1,890,680,377.1"," 4,740,087 ",392,5.6%
15Q2, 26 ,"1,483,972,314.4"," 3,654,442 ",523,6.8%, 7 ,"85,258,973.0"," 1,236,179 ",69,#N/A, 36 ,"2,017,769,209.7"," 6,127,957 ",221,5.5%, 48 ,"6,150,143,472.7"," 12,095,510 ",713,4.6%, 45 ,"1,851,552,366.5"," 10,017,984 ",174,5.9%, 15 ,"249,076,383.2"," 1,083,435 ",159,8.2%, 42 ,"715,790,062.3"," 3,780,050 ",187,6.7%, 19 ,"726,695,215.7"," 3,338,556 ",240,6.8%, 42 ,"843,274,587.6"," 5,120,657 ",202,6.8%, 30 ,"370,637,815.3"," 2,337,869 ",155,6.9%, 26 ,"468,794,968.0"," 2,379,730 ",208,7.0%, 75 ,"1,569,334,407.1"," 4,329,994 ",344,5.9%, 14 ,"160,494,985.3"," 967,461 ",167,6.6%, 11 ,"142,522,490.7"," 970,320 ",153,9.1%, 39 ,"892,368,032.9"," 3,066,751 ",290,5.7%, 18 ,"485,730,499.0"," 876,563 ",553,4.8%, 46 ,"1,577,488,699.4"," 4,384,674 ",358,5.4%, 41 ,"859,037,764.9"," 3,015,079 ",285,6.2%
15Q3, 12 ,"1,096,044,376.0"," 2,314,118 ",654,5.1%, 6 ,"98,873,000.0"," 685,414 ",147,7.5%, 26 ,"1,303,621,198.5"," 4,764,041 ",275,5.9%, 44 ,"6,814,524,509.8"," 8,852,894 ",842,4.3%, 49 ,"1,050,549,700.8"," 7,269,651 ",128,8.0%, 18 ,"226,294,976.9"," 2,227,559 ",120,#N/A, 13 ,"140,132,420.7"," 1,328,519 ",113,7.0%, 15 ,"348,342,927.8"," 1,293,069 ",366,6.3%, 61 ,"1,147,934,262.2"," 11,007,923 ",92,8.2%, 30 ,"679,346,115.6"," 4,526,170 ",217,7.1%, 56 ,"605,032,685.3"," 6,944,916 ",111,7.5%, 93 ,"2,094,418,184.6"," 8,121,425 ",257,5.7%, 19 ,"721,188,685.0"," 2,643,808 ",298,6.4%, 9 ,"102,389,177.1"," 791,174 ",171,#N/A, 58 ,"1,088,743,670.8"," 4,463,924 ",255,6.7%, 20 ,"1,837,975,916.7"," 2,674,388 ",691,5.0%, 32 ,"1,181,109,666.7"," 2,582,970 ",426,5.5%, 46 ,"1,666,661,628.2"," 5,027,038 ",337,5.9%
15Q4, 13 ,"865,028,875.0"," 1,786,393 ",531,5.6%, 7 ,"80,561,640.4"," 1,022,362 ",106,6.6%, 44 ,"3,567,839,498.6"," 7,695,385 ",504,5.0%, 59 ,"8,848,225,811.4"," 17,164,800 ",800,4.6%, 64 ,"1,535,085,253.3"," 9,484,967 ",178,6.6%, 17 ,"296,675,558.3"," 1,978,674 ",151,#N/A, 24 ,"327,566,767.8"," 2,419,697 ",152,6.5%, 13 ,"714,320,000.0"," 2,702,967 ",293,6.9%, 53 ,"1,554,227,617.2"," 11,335,098 ",152,7.1%, 34 ,"708,300,516.0"," 3,445,205 ",206,6.9%, 28 ,"841,098,822.1"," 3,207,203 ",330,7.6%, 88 ,"1,683,160,668.6"," 5,929,589 ",296,5.8%, 17 ,"117,062,056.1"," 555,043 ",237,6.3%, 13 ,"109,644,057.1"," 777,827 ",131,7.8%, 35 ,"458,990,145.7"," 2,160,542 ",203,5.8%, 25 ,"1,352,512,007.6"," 2,242,604 ",601,5.9%, 29 ,"1,616,902,747.7"," 3,573,418 ",482,5.2%, 43 ,"1,151,686,750.1"," 3,290,453 ",365,6.6%
16Q1, 17 ,"801,626,157.6"," 1,642,962 ",495,5.2%, 5 ,"177,732,508.0"," 1,251,706 ",142,#N/A, 59 ,"3,090,544,858.6"," 6,948,073 ",286,5.2%, 36 ,"5,159,227,978.0"," 7,378,985 ","1,080",4.3%, 35 ,"728,585,640.0"," 5,903,820 ",131,6.7%, 13 ,"98,438,834.0"," 383,766 ",257,7.1%, 12 ,"178,526,486.4"," 793,858 ",223,5.9%, 14 ,"209,857,915.6"," 931,135 ",207,6.2%, 42 ,"619,424,039.9"," 4,390,498 ",141,8.2%, 25 ,"625,003,679.4"," 3,231,281 ",183,6.9%, 21 ,"272,878,137.3"," 2,845,573 ",93,#N/A, 50 ,"2,653,575,511.6"," 5,174,594 ",518,5.6%, 15 ,"173,181,159.9"," 1,126,329 ",191,6.8%, 12 ,"157,150,474.7"," 1,110,155 ",211,6.4%, 46 ,"1,343,497,321.9"," 3,958,197 ",321,6.4%, 15 ,"1,304,450,221.1"," 3,066,564 ",404,5.3%, 21 ,"364,181,702.0"," 1,238,801 ",294,5.3%, 33 ,"1,461,290,863.0"," 3,732,786 ",368,5.7%
16Q2, 11 ,"276,776,344.4"," 613,075 ",463,4.7%, 7 ,"80,159,659.5"," 635,614 ",133,8.0%, 37 ,"1,759,681,395.0"," 5,685,995 ",395,5.5%, 48 ,"9,247,330,879.4"," 19,227,973 ",881,4.5%, 31 ,"422,384,584.1"," 2,914,971 ",148,7.9%, 9 ,"257,899,105.0"," 1,339,063 ",198,7.2%, 12 ,"188,973,701.0"," 1,530,433 ",128,8.5%, 19 ,"468,857,147.4"," 1,712,350 ",324,6.1%, 54 ,"1,019,351,127.6"," 7,303,132 ",173,7.5%, 28 ,"656,215,493.9"," 2,732,212 ",237,6.5%, 20 ,"214,773,090.4"," 1,277,526 ",213,7.7%, 88 ,"3,613,634,217.4"," 10,769,794 ",343,5.5%, 15 ,"410,744,235.0"," 1,683,210 ",246,5.6%, 9 ,"104,793,050.0"," 648,424 ",157,8.0%, 26 ,"443,296,034.2"," 1,714,761 ",288,5.6%, 17 ,"1,770,873,000.0"," 2,826,460 ",627,5.0%, 27 ,"795,960,356.2"," 1,797,464 ",446,4.9%, 38 ,"965,869,125.3"," 3,449,047 ",299,6.1%
16Q3, 11 ,"1,120,850,938.3"," 2,586,687 ",378,5.5%, 8 ,"316,100,000.0"," 2,069,454 ",153,#N/A, 35 ,"1,159,940,482.3"," 3,034,076 ",412,6.2%, 32 ,"4,632,099,134.0"," 7,340,046 ",844,4.0%, 42 ,"1,502,327,196.8"," 7,568,402 ",198,7.0%, 24 ,"356,872,908.5"," 1,832,176 ",196,7.0%, 18 ,"242,521,201.5"," 1,256,122 ",183,#N/A, 23 ,"691,655,146.0"," 2,414,291 ",355,6.8%, 49 ,"2,218,766,969.7"," 10,627,451 ",246,6.4%, 25 ,"391,935,780.7"," 2,050,277 ",184,7.1%, 15 ,"283,986,251.9"," 1,659,336 ",114,6.4%, 71 ,"1,710,120,447.4"," 5,358,906 ",330,5.5%, 19 ,"349,143,724.0"," 1,706,118 ",205,6.4%, 5 ,"181,578,917.2"," 755,145 ",248,7.1%, 31 ,"343,739,606.6"," 1,483,151 ",236,7.0%, 31 ,"2,070,583,197.5"," 3,918,571 ",698,4.4%, 30 ,"1,357,208,253.5"," 3,804,458 ",314,5.7%, 35 ,"1,059,836,540.8"," 2,703,899 ",392,6.1%
16Q4, 16 ,"1,269,427,063.7"," 2,527,555 ",571,5.2%, 5 ,"114,877,500.0"," 723,432 ",155,7.2%, 30 ,"1,865,116,572.4"," 4,606,208 ",403,5.0%, 41 ,"3,731,869,675.6"," 8,515,808 ",792,4.3%, 55 ,"1,858,814,137.2"," 11,387,519 ",177,7.0%, 10 ,"100,071,810.0"," 508,153 ",197,#N/A, 17 ,"224,201,960.2"," 1,500,778 ",220,6.3%, 23 ,"1,132,653,926.8"," 3,658,575 ",210,6.3%, 71 ,"2,498,546,907.3"," 11,964,269 ",238,7.4%, 26 ,"567,042,300.0"," 2,906,899 ",195,6.8%, 34 ,"1,160,369,848.0"," 5,066,520 ",285,9.2%, 73 ,"3,613,171,121.7"," 8,158,124 ",462,5.7%, 18 ,"387,858,979.3"," 1,506,453 ",260,5.9%, 17 ,"107,152,396.1"," 783,543 ",209,6.6%, 32 ,"717,766,027.2"," 2,847,321 ",250,6.4%, 32 ,"2,569,040,687.2"," 3,928,729 ",670,5.3%, 42 ,"1,429,523,207.0"," 2,962,446 ",489,5.7%, 49 ,"1,952,381,854.1"," 4,510,176 ",428,5.5%
17Q1, 14 ,"1,577,887,500.0"," 3,059,283 ",564,5.6%, 9 ,"184,581,215.7"," 1,402,209 ",132,7.3%, 31 ,"3,679,594,646.0"," 6,533,735 ",663,4.4%, 26 ,"2,550,607,051.7"," 4,294,444 ",734,4.3%, 42 ,"586,807,577.4"," 4,200,358 ",138,7.3%, 7 ,"140,698,250.0"," 664,050 ",212,6.7%, 17 ,"204,026,500.0"," 1,126,479 ",184,7.8%, 14 ,"545,450,963.3"," 1,742,486 ",338,6.3%, 39 ,"543,044,654.3"," 3,284,933 ",203,7.5%, 34 ,"501,139,095.5"," 2,775,203 ",199,7.1%, 38 ,"853,132,837.9"," 5,673,899 ",145,6.8%, 86 ,"2,464,370,188.1"," 7,630,776 ",293,6.2%, 15 ,"288,549,990.7"," 1,171,443 ",254,5.2%, 14 ,"294,443,678.7"," 1,690,847 ",244,7.1%, 34 ,"449,832,064.1"," 1,855,558 ",238,5.1%, 26 ,"1,890,193,400.5"," 2,923,756 ",667,5.4%, 26 ,"1,108,166,821.2"," 2,524,124 ",437,5.9%, 37 ,"614,393,195.8"," 1,636,382 ",378,5.5%
17Q2, 12 ,"851,851,000.0"," 1,249,688 ",682,3.5%, 1 ,"43,108,106.1"," 235,902 ",#N/A,#N/A, 38 ,"2,474,328,077.9"," 5,804,986 ",424,5.1%, 23 ,"5,142,269,780.3"," 8,051,495 ",770,4.3%, 32 ,"949,535,533.8"," 5,132,954 ",182,6.5%, 10 ,"129,109,220.8"," 640,224 ",146,#N/A, 14 ,"216,190,028.3"," 2,296,086 ",86,7.3%, 19 ,"589,373,178.8"," 1,963,195 ",354,7.1%, 65 ,"1,883,122,219.7"," 7,095,437 ",271,6.8%, 32 ,"525,128,340.2"," 2,529,200 ",249,6.8%, 37 ,"1,251,932,031.2"," 7,934,285 ",247,7.5%, 74 ,"2,186,814,170.5"," 7,346,166 ",327,6.1%, 16 ,"245,434,971.9"," 1,160,223 ",238,4.9%, 7 ,"60,699,361.0"," 379,481 ",165,6.5%, 17 ,"195,565,251.5"," 684,178 ",290,6.2%, 21 ,"1,334,429,000.0"," 2,405,516 ",629,5.4%, 26 ,"909,846,198.0"," 1,604,243 ",567,5.8%, 40 ,"1,237,508,981.3"," 2,691,579 ",463,5.8%
17Q3, 5 ,"690,997,400.0"," 1,199,787 ",576,5.5%, 4 ,"26,419,427.0"," 138,500 ",191,7.5%, 29 ,"906,530,396.0"," 3,883,995 ",248,5.4%, 23 ,"1,684,002,085.2"," 2,476,469 ",742,4.8%, 46 ,"1,025,629,481.6"," 5,403,633 ",191,6.3%, 11 ,"98,835,000.0"," 396,535 ",249,#N/A, 33 ,"323,125,088.1"," 1,984,872 ",162,5.2%, 13 ,"292,200,000.0"," 823,089 ",450,6.4%, 48 ,"1,276,879,031.6"," 5,644,209 ",225,6.9%, 19 ,"138,694,501.8"," 943,437 ",149,8.6%, 33 ,"1,845,379,155.9"," 13,330,013 ",237,7.8%, 70 ,"2,827,460,433.9"," 7,383,239 ",382,5.3%, 15 ,"435,724,174.3"," 1,172,774 ",372,5.9%, 15 ,"159,980,000.0"," 670,970 ",284,7.1%, 39 ,"1,202,733,321.9"," 3,657,105 ",344,6.3%, 19 ,"1,187,042,000.0"," 2,559,816 ",760,5.3%, 33 ,"1,824,951,213.2"," 3,706,561 ",458,6.3%, 51 ,"866,005,134.5"," 2,595,287 ",339,6.0%
